timestamp;client_1;client_2;client_3;client_4;client_5;client_6;client_7;client_8;client_9;client_10
2024-01-09 03:00:00;3.184;3.467;4.026;4.441;16.318;16.593;18.629;70.942;74.947;80.75
2024-01-09 03:15:00;2.896;3.383;3.228;4.437;15.892;14.222;17.361;72.051;78.95;75.62
2024-01-09 03:30:00;3.222;3.636;3.477;4.441;17.813;16.605;17.388;67.387;66.04;75.682
2024-01-09 03:45:00;3.266;3.622;3.902;4.386;16.567;15.731;19.789;62.59;69.347;82.047
2024-01-09 04:00:00;2.631;3.199;3.347;3.994;14.826;16.773;20.015;73.56;76.404;75.612
2024-01-09 04:15:00;2.73;2.636;3.225;3.732;15.047;16.806;19.685;70.526;73.498;70.995
2024-01-09 04:30:00;2.683;3.093;2.899;3.422;16.955;19.02;19.7;75.672;77.73;78.222
2024-01-09 04:45:00;2.612;3.061;3.104;3.535;17.458;18.257;19.333;68.05;74.679;63.375
2024-01-09 05:00:00;2.054;2.435;2.973;2.654;16.772;17.6;18.616;66.946;81.403;82.258
2024-01-09 05:15:00;1.752;2.545;3.025;3.896;18.656;17.196;18.112;75.802;72.929;82.372
2024-01-09 05:30:00;2.149;2.704;2.863;3.535;18.289;15.591;20.385;78.368;73.153;81.59
2024-01-09 05:45:00;2.107;2.668;3.18;3.01;16.617;13.885;17.787;69.046;73.673;81.379
2024-01-09 06:00:00;1.952;2.037;2.807;3.013;14.826;17.372;19.007;65.311;71.259;74.537
2024-01-09 06:15:00;1.657;2.489;2.498;2.903;14.166;18.408;17.081;72.972;76.41;74.413
2024-01-09 06:30:00;1.695;2.285;2.624;3.578;15.458;17.035;17.319;67.755;73.233;68.237
2024-01-09 06:45:00;2.1;2.317;2.321;2.66;17.054;16.387;18.013;71.936;76.099;84.614
2024-01-09 07:00:00;2.06;2.484;2.838;3.303;18.557;17.906;17.082;67.73;76.911;72.332
2024-01-09 07:15:00;2.197;2.433;3.168;3.234;16.584;17.073;19.708;76.664;74.228;76.869
2024-01-09 07:30:00;2.073;2.742;3.052;3.524;17.636;19.762;16.189;65.573;74.609;76.397
2024-01-09 07:45:00;2.073;2.448;3.246;3.235;15.657;19.074;18.563;71.355;66.746;67.628
2024-01-09 08:00:00;2.703;2.668;3.243;3.18;26.872;28.658;28.617;66.605;69.138;65.404
2024-01-09 08:15:00;2.427;2.834;3.688;3.647;27.153;28.352;25.43;67.621;76.386;75.031
2024-01-09 08:30:00;2.543;2.966;3.273;3.424;23.229;25.239;27.677;66.981;79.403;72.504
2024-01-09 08:45:00;2.437;3.208;3.722;3.75;25.421;28.208;28.819;72.619;61.91;74.508
2024-01-09 09:00:00;3.067;3.689;3.944;4.795;27.33;27.772;29.103;73.5;69.047;80.86
2024-01-09 09:15:00;3.091;3.354;4.141;3.811;26.384;28.122;28.065;71.733;72.123;76.237
2024-01-09 09:30:00;3.192;4.122;4.348;4.102;24.325;27.949;29.51;68.471;67.428;79.172
2024-01-09 09:45:00;3.059;3.611;3.898;4.179;22.598;27.888;28.221;69.687;67.723;77.449
2024-01-09 10:00:00;4.014;4.468;4.634;4.857;25.488;31.305;28.422;73.399;74.47;73.26
2024-01-09 10:15:00;3.605;4.14;4.923;5.204;25.9;27.084;28.813;73.554;80.223;69.49
2024-01-09 10:30:00;3.739;4.298;4.539;4.921;24.763;28.623;29.92;55.818;61.435;76.456
2024-01-09 10:45:00;3.691;4.368;4.218;5.104;26.2;26.484;27.292;67.666;71.114;75.461
2024-01-09 11:00:00;4.507;4.913;5.611;5.239;26.709;28.402;27.602;67.901;74.409;80.033
2024-01-09 11:15:00;4.27;4.876;4.906;5.504;26.939;28.628;27.303;72.279;76.057;74.17
2024-01-09 11:30:00;4.429;4.833;5.075;5.674;22.702;27.754;27.855;68.673;73.659;73.365
2024-01-09 11:45:00;3.95;4.56;5.345;5.206;24.16;29.737;30.739;72.524;81.159;73.738
2024-01-09 12:00:00;4.451;4.668;5.036;5.842;25.574;25.856;29.339;63.715;72.15;69.947
2024-01-09 12:15:00;4.569;4.876;4.928;5.616;26.801;26.459;26.545;70.274;78.822;82.958
2024-01-09 12:30:00;4.416;5.015;5.269;5.924;26.685;27.523;27.415;73.411;68.639;81.268
2024-01-09 12:45:00;4.602;4.749;4.716;5.538;26.661;28.539;29.011;61.776;72.302;68.328
2024-01-09 13:00:00;4.134;4.878;4.955;5.551;25.463;27.473;26.913;81.317;65.694;79.422
2024-01-09 13:15:00;4.5;4.967;5.099;5.42;25.541;29.154;27.21;74.835;76.684;64.852
2024-01-09 13:30:00;4.669;4.422;4.96;5.403;24.98;26.194;30.606;69.007;71.374;80.419
2024-01-09 13:45:00;4.164;4.44;4.616;5.513;27.075;25.466;27.394;64.941;73.861;71.17
2024-01-09 14:00:00;3.69;4.143;5.005;5.141;24.711;27.668;29.966;68.142;70.37;76.979
2024-01-09 14:15:00;4.051;4.246;4.603;4.588;27.19;27.083;30.459;69.411;75.049;64.388
2024-01-09 14:30:00;4.075;4.054;4.961;5.419;26.291;28.025;27.197;71.159;74.067;68.407
2024-01-09 14:45:00;3.676;4.486;4.505;4.399;25.937;27.158;26.94;76.353;66.828;77.578
2024-01-09 15:00:00;3.07;3.648;3.712;4.138;25.081;26.683;27.947;66.667;67.129;71.145
2024-01-09 15:15:00;3.096;3.559;4.023;4.321;24.102;27.086;26.615;71.757;71.856;70.38
2024-01-09 15:30:00;2.895;3.22;3.892;4.478;25.093;27.244;28.598;62.667;75.43;82.677
2024-01-09 15:45:00;2.975;3.247;3.632;4.839;25.538;26.736;28.063;66.973;81.687;87.16
2024-01-09 16:00:00;2.334;2.99;3.722;3.149;22.683;26.891;28.991;70.846;73.576;80.154
2024-01-09 16:15:00;2.379;2.435;3.157;3.568;25.724;26.587;30.691;72.387;77.239;68.995
2024-01-09 16:30:00;2.518;3.158;2.828;3.066;27.294;28.502;29.741;65.309;63.613;84.699
2024-01-09 16:45:00;2.57;2.889;3.684;3.735;26.794;27.495;29.202;66.84;82.467;66.412
2024-01-09 17:00:00;2.362;3.213;2.731;3.352;25.305;30.63;25.176;76.157;75.15;73.325
2024-01-09 17:15:00;1.878;2.998;2.703;3.761;26.066;27.444;29.127;74.693;71.742;75.301
2024-01-09 17:30:00;2.254;2.426;2.391;3.305;25.221;26.363;31.225;70.021;71.144;85.582
2024-01-09 17:45:00;2.027;2.443;3.338;3.591;26.208;31.259;23.463;58.04;66.243;80.02
2024-01-09 18:00:00;1.891;2.529;2.352;3.281;28.156;27.829;29.531;81.305;67.729;72.449
2024-01-09 18:15:00;2.028;2.692;2.716;2.965;27.356;28.705;28.139;68.902;81.934;69.803
2024-01-09 18:30:00;1.687;1.923;2.946;2.663;26.729;28.1;27.006;67.468;66.857;80.512
2024-01-09 18:45:00;1.973;1.889;2.814;3.185;25.31;28.147;29.714;66.44;66.757;72.067
2024-01-09 19:00:00;2.099;2.324;2.851;2.805;17.05;18.014;21.204;70.844;68.348;76.192
2024-01-09 19:15:00;2.161;2.601;2.408;3.669;13.638;15.525;19.671;70.894;65.769;67.466
2024-01-09 19:30:00;2.122;2.582;2.649;3.217;15.647;17.759;17.791;73.658;72.08;78.131
2024-01-09 19:45:00;2.534;2.714;2.918;3.638;16.817;15.186;16.853;64.462;77.662;77.688
2024-01-09 20:00:00;2.404;2.649;3.112;3.576;17.037;16.935;18.637;67.469;68.825;68.171
2024-01-09 20:15:00;2.424;2.392;3.38;3.808;16.938;16.097;19.832;78.95;64.859;80.674
2024-01-09 20:30:00;2.407;3.122;3.509;3.79;16.413;17.743;17.765;70.1;73.518;78.051
2024-01-09 20:45:00;2.419;2.735;3.585;3.711;15.726;17.708;17.924;68.155;71.71;79.07
2024-01-09 21:00:00;3.029;3.086;3.619;4.216;16.753;17.931;23.028;64.386;77.214;72.917
2024-01-09 21:15:00;3.376;3.583;4.543;4.472;14.666;17.637;20.169;71.479;69.637;75.984
2024-01-09 21:30:00;3.42;3.732;4.157;4.063;14.817;16.278;20.286;74.052;70.647;75.349
2024-01-09 21:45:00;3.042;3.522;3.95;3.975;16.086;16.803;16.005;73.285;71.222;74.185
2024-01-09 22:00:00;3.617;4.07;4.869;5.36;16.242;18.599;17.24;67.732;72.463;75.938
2024-01-09 22:15:00;3.865;4.138;5.214;5.2;13.444;18.823;18.522;70.77;69.959;81.91
2024-01-09 22:30:00;3.67;4.09;4.187;4.995;16.637;15.457;16.758;77.191;69.116;80.912
2024-01-09 22:45:00;3.895;3.865;4.514;5.491;17.082;14.873;21.025;74.247;62.378;68.5
2024-01-09 23:00:00;4.271;4.468;4.39;5.35;15.892;16.095;20.713;65.158;69.06;80.42
2024-01-09 23:15:00;3.945;4.752;5.085;5.843;19.324;18.789;17.525;56.525;75.719;81.551
2024-01-09 23:30:00;4.527;4.707;5.131;5.487;15.044;19.047;21.326;70.454;76.421;74.169
2024-01-09 23:45:00;4.574;4.671;5.022;5.115;15.494;15.794;18.393;72.913;69.55;77.796
2024-01-10 00:00:00;4.284;4.571;5.023;6.173;15.447;17.667;22.647;63.663;78.757;77.717
2024-01-10 00:15:00;4.326;4.758;4.647;5.907;15.893;19.988;18.637;68.957;71.851;70.325
2024-01-10 00:30:00;4.454;4.299;5.301;5.562;15.54;17.831;19.345;67.708;65.043;72.899
2024-01-10 00:45:00;4.464;4.841;5.593;5.825;14.03;19.361;20.696;69.511;63.408;79.129
2024-01-10 01:00:00;4.358;4.961;4.873;5.307;15.235;18.718;20.495;66.331;78.335;72.273
2024-01-10 01:15:00;4.614;4.293;5.151;5.69;15.863;15.816;19.238;75.324;70.06;80.365
2024-01-10 01:30:00;4.199;4.498;4.609;4.691;17.72;16.911;18.169;69.725;65.687;82.177
2024-01-10 01:45:00;4.081;4.708;5.156;5.116;19.083;17.253;19.243;64.693;60.252;81.29
2024-01-10 02:00:00;3.513;4.463;4.469;5.279;17.87;17.358;17.061;73.496;69.942;85.889
2024-01-10 02:15:00;3.636;4.072;4.369;4.898;14.914;18.593;18.649;62.805;74.105;74.501
2024-01-10 02:30:00;3.769;4.016;4.37;5.039;15.026;17.821;16.581;75.294;68.372;75.975
2024-01-10 02:45:00;4.116;3.722;4.469;4.557;15.777;12.737;15.479;73.856;66.523;76.764
2024-01-10 03:00:00;3.052;3.574;4.053;4.923;18.498;15.204;18.483;75.81;69.143;74.668
2024-01-10 03:15:00;3.193;4.02;3.596;4.719;15.768;13.875;20.47;68.225;78.465;77.982
2024-01-10 03:30:00;3.147;3.614;3.843;4.288;14.141;17.467;19.918;66.569;64.756;65.588
2024-01-10 03:45:00;3.376;3.545;3.939;4.225;15.298;17.566;18.266;69.412;68.663;76.127
2024-01-10 04:00:00;3.005;2.999;3.028;4.044;17.06;17.631;21.265;68.586;78.296;67.424
2024-01-10 04:15:00;2.424;2.922;3.81;4.34;16.966;15.742;17.467;65.802;74.57;69.706
2024-01-10 04:30:00;2.432;2.738;3.095;4.021;15.72;18.225;15.255;66.287;72.931;79.031
2024-01-10 04:45:00;2.723;3.114;3.144;4.398;16.957;18.289;14.821;67.205;68.628;73.905
2024-01-10 05:00:00;2.197;2.519;2.603;2.982;12.818;15.292;16.463;63.267;72.159;78.837
2024-01-10 05:15:00;2.418;2.472;3.353;3.013;16.145;14.972;19.739;72.322;69.203;73.786
2024-01-10 05:30:00;2.178;2.243;3.017;2.899;17.205;17.2;17.359;68.744;67.531;81.085
2024-01-10 05:45:00;1.999;2.767;2.615;3.404;14.834;19.924;19.156;67.489;66.384;73.685
2024-01-10 06:00:00;2.012;2.453;2.999;3.154;14.829;19.784;21.1;63.559;76.077;64.248
2024-01-10 06:15:00;2.111;2.173;2.754;3.053;13.387;18.056;16.596;63.314;71.686;76.24
2024-01-10 06:30:00;2.056;2.53;2.769;3.351;18.226;16.09;19.185;78.486;73.635;63.071
2024-01-10 06:45:00;1.996;2.186;2.607;3.482;14.992;18.548;19.284;65.926;72.789;67.01
2024-01-10 07:00:00;2.27;2.288;2.665;2.795;16.337;16.512;16.988;71.992;74.293;70.144
2024-01-10 07:15:00;2.29;2.293;2.959;3.082;16.845;16.033;20.621;69.797;70.675;69.458
2024-01-10 07:30:00;2.33;2.06;2.72;3.522;18.117;13.941;17.928;55.402;69.495;72.002
2024-01-10 07:45:00;2.191;2.576;3.358;3.122;15.785;17.356;17.771;77.783;67.761;69.269
2024-01-10 08:00:00;2.493;2.504;2.982;3.478;25.245;26.243;31.863;72.352;64.647;67.267
2024-01-10 08:15:00;2.553;2.642;3.74;4.041;26.242;27.347;29.257;65.238;66.165;83.48
2024-01-10 08:30:00;2.754;2.448;3.295;3.325;27.798;23.705;29.917;68.861;70.1;71.27
2024-01-10 08:45:00;2.37;2.905;3.406;3.632;25.762;27.458;30.622;63.369;63.664;62.731
2024-01-10 09:00:00;3.22;3.515;4.175;4.452;24.663;23.505;27.333;77.948;64.812;73.015
2024-01-10 09:15:00;3.075;3.475;3.78;4.172;23.843;28.854;30.45;64.552;77.419;68.814
2024-01-10 09:30:00;3.155;3.31;4.183;4.593;24.29;27.993;27.577;66.437;73.166;70.133
2024-01-10 09:45:00;3.393;3.28;3.219;4.174;27.21;26.776;27.507;65.425;69.65;78.907
2024-01-10 10:00:00;3.811;4.282;4.381;5.412;25.551;28.055;27.954;69.394;83.812;72.535
2024-01-10 10:15:00;3.784;4.048;4.326;4.936;25.149;25.713;27.38;75.715;63.429;68.661
2024-01-10 10:30:00;3.517;4.248;4.237;5.183;24.998;27.31;29.748;77.768;77.073;77.454
2024-01-10 10:45:00;3.917;3.971;4.517;5.206;26.119;28.408;28.838;67.045;71.42;81.325
2024-01-10 11:00:00;4.355;4.674;5.137;5.238;25.665;22.497;27.594;70.853;76.082;77.953
2024-01-10 11:15:00;4.644;4.932;5.222;4.796;25.618;26.52;29.506;69.401;72.567;61.505
2024-01-10 11:30:00;4.174;4.767;5.098;5.544;27.889;27.166;27.949;64.19;62.264;68.868
2024-01-10 11:45:00;4.274;4.538;4.853;5.455;28.153;26.902;27.862;80.871;72.496;75.261
2024-01-10 12:00:00;4.447;4.859;5.3;5.772;23.746;29.415;28.48;75.678;73.745;73.656
2024-01-10 12:15:00;4.7;4.745;5.234;5.53;26.459;25.492;29.16;69.927;60.602;73.2
2024-01-10 12:30:00;4.382;4.802;5.453;5.467;24.912;26.256;29.039;76.751;82.109;69.595
2024-01-10 12:45:00;4.453;4.725;5.41;6.223;25.652;24.288;27.804;74.939;73.618;67.269
2024-01-10 13:00:00;4.348;4.595;5.041;4.976;26.433;29.496;29.789;69.401;75.494;86.043
2024-01-10 13:15:00;4.268;4.681;4.79;5.66;25.702;26.826;28.035;70.597;65.939;75.149
2024-01-10 13:30:00;4.148;4.404;4.856;5.254;26.323;26.534;27.326;76.409;75.591;78.532
2024-01-10 13:45:00;4.269;4.399;4.884;5.328;26.942;27.12;25.992;64.364;77.665;75.034
2024-01-10 14:00:00;3.979;3.856;4.49;4.877;26.412;28.167;30.012;77.201;73.319;75.255
2024-01-10 14:15:00;3.58;3.807;4.647;4.726;25.094;27.728;28.42;67.897;71.951;74.658
2024-01-10 14:30:00;3.8;3.895;4.768;5.152;25.119;31.225;28.746;76.471;67.353;68.838
2024-01-10 14:45:00;3.642;4.212;4.561;5.406;23.984;27.89;30.115;68.974;70.876;66.67
2024-01-10 15:00:00;3.377;3.345;3.954;4.496;24.805;26.493;27.617;70.654;69.337;77.124
2024-01-10 15:15:00;2.861;3.668;3.989;4.382;28.747;26.347;26.146;68.832;74.974;76.033
2024-01-10 15:30:00;3.044;3.558;3.811;4.044;24.891;26.603;28.514;66.394;67.581;80.161
2024-01-10 15:45:00;3.222;3.097;3.7;4.51;24.329;24.917;28.905;67.677;74.936;79.044
2024-01-10 16:00:00;2.822;3.076;2.851;4.393;26.448;27.261;27.969;75.758;67.637;70.553
2024-01-10 16:15:00;2.513;3.111;3.137;3.607;25.845;28.391;30.817;57.661;70.636;81.229
2024-01-10 16:30:00;2.42;2.696;3.453;3.608;25.726;26.268;24.323;62.929;75.203;79.208
2024-01-10 16:45:00;2.882;3.022;3.135;3.551;27.973;25.973;30.237;65.445;68.34;78.8
2024-01-10 17:00:00;1.792;2.27;2.803;3.116;26.769;29.504;29.697;63.716;75.383;87.371
2024-01-10 17:15:00;1.65;2.49;2.993;2.416;25.258;25.032;29.149;76.399;74.876;86.242
2024-01-10 17:30:00;2.151;2.177;3.008;3.393;25.406;24.057;22.929;75.163;70.591;78.795
2024-01-10 17:45:00;1.972;2.055;2.576;3.005;25.296;25.448;30.506;71.901;78.041;78.109
2024-01-10 18:00:00;1.706;2.212;2.969;2.601;27.225;24.859;26.717;65.875;72.404;80.949
2024-01-10 18:15:00;2.035;2.272;3.004;3.333;25.569;27.787;27.567;75.542;77.732;71.788
2024-01-10 18:30:00;1.946;2.209;2.395;2.765;23.49;26.652;28.12;61.218;81.326;71.866
2024-01-10 18:45:00;1.793;2.028;2.478;2.995;25.932;26.866;29.068;79.496;70.745;78.704
2024-01-10 19:00:00;1.824;2.375;3.189;3.722;13.848;18.952;19.449;65.645;75.354;70.289
2024-01-10 19:15:00;2.233;2.529;2.828;2.831;19.058;16.149;19.864;67.716;68.685;78.26
2024-01-10 19:30:00;2.191;2.457;2.268;2.792;14.648;18.378;19.738;66.896;66.629;75.863
2024-01-10 19:45:00;2.049;2.509;2.49;3.351;15.773;19.497;18.815;63.742;70.984;70.291
2024-01-10 20:00:00;2.876;2.771;3.258;4.081;16.361;16.507;19.082;78.433;64.914;75.142
2024-01-10 20:15:00;2.322;3.194;3.011;3.237;15.596;18.32;16.611;72.866;67.124;82.178
2024-01-10 20:30:00;2.235;2.654;3.213;3.851;15.594;16.832;17.168;74.956;75.075;75.453
2024-01-10 20:45:00;2.394;3.037;3.334;3.905;16.591;18.605;19.869;63.004;69.329;75.476
2024-01-10 21:00:00;3.141;3.822;4.345;3.712;18.137;14.811;19.773;69.887;75.695;76.809
2024-01-10 21:15:00;3.196;3.661;3.872;4.598;17.075;14.699;19.587;71.553;73.557;77.526
2024-01-10 21:30:00;3.104;3.503;4.24;4.622;18.07;16.605;17.556;70.327;81.626;73.18
2024-01-10 21:45:00;3.217;3.428;4.336;4.253;14.535;15.849;19.893;63.314;74.727;76.926
2024-01-10 22:00:00;3.537;4.413;4.962;5.363;16.444;16.415;16.496;74.27;77.794;69.23
2024-01-10 22:15:00;4.049;3.848;4.652;5.327;16.217;16.866;20.167;69.596;74.09;70.605
2024-01-10 22:30:00;3.759;3.952;4.045;5.007;16.492;18.294;17.972;64.321;73.619;71.309
2024-01-10 22:45:00;3.987;4.084;4.699;4.835;17.927;16.58;21.162;59.909;78.057;77.584
2024-01-10 23:00:00;4.298;4.917;5.316;5.131;15.691;15.948;15.905;71.973;75.478;75.881
2024-01-10 23:15:00;4.319;4.72;5.011;5.421;15.432;16.666;21.292;81.007;73.092;74.261
2024-01-10 23:30:00;4.341;4.41;5.504;5.609;16.748;16.031;17.807;64.025;73.069;78.799
2024-01-10 23:45:00;4.318;4.561;5.265;5.332;13.511;15.78;17.778;69.835;74.799;77.084
2024-01-11 00:00:00;4.522;4.659;5.353;4.919;15.668;14.748;18.72;74.441;68.509;73.405
2024-01-11 00:15:00;4.653;4.637;5.493;5.993;15.812;17.306;17.257;62.779;68.288;69.306
2024-01-11 00:30:00;4.437;5.025;5.29;5.659;14.711;16.336;18.281;66.648;79.412;70.492
2024-01-11 00:45:00;4.535;4.484;4.527;5.482;17.48;18.669;17.19;64.785;81.695;66.933
2024-01-11 01:00:00;4.215;5.003;4.898;5.698;14.513;15.0;17.25;73.825;67.17;75.773
2024-01-11 01:15:00;4.506;4.823;5.356;5.905;15.81;16.376;19.198;75.495;68.521;70.258
2024-01-11 01:30:00;4.104;4.883;4.814;4.564;16.41;19.956;16.921;69.779;77.941;72.276
2024-01-11 01:45:00;4.575;4.526;4.972;5.567;17.895;15.772;17.14;64.876;74.774;74.298
2024-01-11 02:00:00;3.767;4.141;4.293;4.533;15.985;16.84;16.149;66.83;75.517;80.742
2024-01-11 02:15:00;3.503;3.845;5.057;5.13;17.311;15.352;17.574;65.911;76.662;80.108
2024-01-11 02:30:00;3.799;4.054;5.029;5.015;16.981;15.15;20.551;64.211;70.748;74.699
2024-01-11 02:45:00;3.646;4.289;4.336;5.172;16.173;19.552;17.013;68.5;73.716;81.96
2024-01-11 03:00:00;3.31;3.848;3.99;4.195;14.475;17.46;17.2;71.817;73.311;63.932
2024-01-11 03:15:00;3.026;3.295;3.766;3.769;13.992;17.403;18.718;71.402;67.536;85.325
2024-01-11 03:30:00;3.065;3.466;4.116;4.21;16.149;14.622;17.792;68.96;73.638;78.809
2024-01-11 03:45:00;2.791;3.515;4.088;4.476;15.24;17.745;22.054;69.28;78.436;75.565
2024-01-11 04:00:00;2.439;2.604;3.544;4.04;17.287;18.959;18.133;68.6;70.263;70.098
2024-01-11 04:15:00;2.064;3.061;3.415;3.362;17.044;18.947;18.95;62.644;72.793;72.591
2024-01-11 04:30:00;2.224;2.758;4.118;4.043;15.742;18.216;19.948;69.785;73.075;78.351
2024-01-11 04:45:00;2.669;2.88;3.047;3.524;14.379;15.483;19.916;66.14;70.52;78.476
2024-01-11 05:00:00;2.217;2.364;2.406;3.38;16.715;17.676;18.783;62.398;75.52;78.676
2024-01-11 05:15:00;2.148;2.286;2.761;3.109;14.575;18.215;18.136;70.816;68.464;70.993
2024-01-11 05:30:00;1.884;2.466;2.444;3.324;14.938;14.472;21.719;66.003;78.93;69.886
2024-01-11 05:45:00;2.058;2.418;2.465;3.544;14.629;15.496;18.236;70.116;75.256;76.074
2024-01-11 06:00:00;1.899;2.214;2.43;2.72;15.806;18.55;17.676;73.153;67.129;79.234
2024-01-11 06:15:00;1.68;2.132;2.451;2.889;17.638;18.532;17.341;64.344;80.83;75.018
2024-01-11 06:30:00;2.186;2.373;2.442;3.157;15.993;14.846;15.568;69.451;72.874;83.148
2024-01-11 06:45:00;2.067;2.68;2.84;3.844;15.379;18.408;19.747;60.129;68.241;75.182
2024-01-11 07:00:00;2.025;2.5;2.731;3.0;13.864;17.345;14.549;76.509;77.744;74.996
2024-01-11 07:15:00;2.073;2.697;2.819;3.9;16.773;18.387;18.391;62.341;74.572;78.688
2024-01-11 07:30:00;2.107;2.148;3.109;3.889;14.907;16.236;18.064;66.477;62.786;81.706
2024-01-11 07:45:00;1.68;2.504;2.661;3.237;16.165;18.181;22.074;75.558;69.267;67.579
2024-01-11 08:00:00;2.478;2.673;3.254;3.633;25.504;28.483;25.396;67.851;73.451;68.851
2024-01-11 08:15:00;2.395;2.585;3.424;3.51;27.173;26.666;26.922;63.133;60.77;73.277
2024-01-11 08:30:00;2.335;2.755;2.801;3.704;25.78;27.227;28.177;72.494;72.442;92.374
2024-01-11 08:45:00;2.472;3.199;2.681;3.289;25.918;26.214;28.076;72.384;72.821;73.562
2024-01-11 09:00:00;3.492;3.769;4.043;4.326;26.68;29.71;27.499;65.897;65.846;74.33
2024-01-11 09:15:00;3.272;3.606;4.083;4.814;28.95;27.017;28.267;66.428;73.407;78.401
2024-01-11 09:30:00;3.041;3.197;4.507;4.161;27.244;25.799;26.334;66.866;72.039;80.373
2024-01-11 09:45:00;3.259;3.505;3.993;4.275;25.876;26.112;28.986;67.986;65.805;75.934
2024-01-11 10:00:00;4.041;4.244;4.796;4.448;26.004;27.393;24.593;59.724;76.782;81.404
2024-01-11 10:15:00;3.951;4.215;4.522;5.091;25.265;28.345;28.358;68.111;76.357;68.433
2024-01-11 10:30:00;3.786;3.751;4.655;5.057;24.67;25.17;27.415;77.741;70.493;70.787
2024-01-11 10:45:00;3.652;3.97;5.025;4.995;25.226;30.008;30.067;64.61;70.967;81.394
2024-01-11 11:00:00;4.365;4.618;4.459;5.365;24.919;27.669;31.279;66.141;75.777;75.06
2024-01-11 11:15:00;4.307;4.756;5.144;5.342;26.915;27.909;27.857;63.2;70.957;68.057
2024-01-11 11:30:00;4.403;4.127;5.609;5.588;24.5;27.052;30.681;72.0;61.959;67.726
2024-01-11 11:45:00;4.353;4.595;5.109;5.424;27.866;27.229;27.882;74.896;74.532;70.54
2024-01-11 12:00:00;4.599;4.833;5.646;5.698;27.053;26.975;26.816;74.784;67.771;75.012
2024-01-11 12:15:00;4.298;4.995;5.03;5.667;26.029;28.747;31.263;62.885;69.973;77.571
2024-01-11 12:30:00;4.65;4.959;5.191;5.948;26.0;27.188;29.254;71.449;79.581;73.19
2024-01-11 12:45:00;4.438;4.934;5.209;5.81;25.22;28.366;28.407;76.025;71.303;77.117
2024-01-11 13:00:00;4.627;4.449;4.434;5.492;26.378;26.541;29.527;71.497;72.009;72.596
2024-01-11 13:15:00;4.102;4.194;4.717;5.903;27.523;27.497;28.85;71.344;74.65;81.732
2024-01-11 13:30:00;4.562;4.542;4.736;5.563;25.016;25.978;28.286;66.689;74.628;89.035
2024-01-11 13:45:00;4.27;4.863;5.254;5.837;23.853;29.049;26.225;70.079;67.22;72.841
2024-01-11 14:00:00;3.651;4.495;4.81;5.163;26.985;25.933;27.956;75.058;71.686;77.64
2024-01-11 14:15:00;3.683;4.338;4.662;4.404;26.454;26.706;29.422;70.608;72.188;77.191
2024-01-11 14:30:00;3.714;4.274;4.798;5.379;24.432;26.721;28.199;62.883;73.415;75.763
2024-01-11 14:45:00;3.856;4.262;4.531;5.017;24.973;26.662;29.88;66.765;73.504;78.593
2024-01-11 15:00:00;3.249;3.422;4.275;4.334;24.797;28.298;29.029;74.925;85.455;77.634
2024-01-11 15:15:00;3.041;3.52;3.952;4.437;24.986;26.719;26.96;70.591;65.886;72.409
2024-01-11 15:30:00;3.145;3.934;3.966;4.243;25.547;29.319;26.237;69.583;77.096;82.241
2024-01-11 15:45:00;3.557;3.333;3.878;4.42;25.627;25.956;28.142;66.285;78.154;76.109
2024-01-11 16:00:00;2.853;3.296;3.51;3.542;25.089;27.457;27.54;74.824;74.562;72.884
2024-01-11 16:15:00;2.608;2.851;3.211;4.12;24.939;26.021;28.952;77.146;68.618;88.438
2024-01-11 16:30:00;2.532;3.23;3.589;3.69;25.68;27.84;27.222;75.19;80.656;74.361
2024-01-11 16:45:00;2.548;2.601;3.019;3.606;26.235;27.176;27.391;76.069;60.602;76.402
2024-01-11 17:00:00;2.184;2.602;2.571;2.981;25.557;26.964;30.127;67.242;68.447;75.965
2024-01-11 17:15:00;1.873;2.298;3.053;3.351;27.622;29.006;28.643;66.549;78.093;74.286
2024-01-11 17:30:00;2.019;2.142;2.844;3.325;26.711;26.205;27.248;68.234;70.075;77.468
2024-01-11 17:45:00;1.75;2.518;2.745;3.388;23.773;28.092;28.429;69.189;80.302;70.353
2024-01-11 18:00:00;1.976;2.532;2.94;2.782;26.733;26.031;30.661;76.012;64.139;78.281
2024-01-11 18:15:00;2.023;2.106;2.536;2.604;26.848;27.371;28.882;74.713;66.217;65.329
2024-01-11 18:30:00;1.808;1.955;2.646;3.294;25.391;25.383;29.372;71.638;69.235;67.861
2024-01-11 18:45:00;2.199;2.279;3.078;3.56;23.907;26.193;27.166;61.987;74.17;85.041
2024-01-11 19:00:00;1.835;2.447;3.283;2.949;16.011;17.075;20.083;60.729;70.845;68.091
2024-01-11 19:15:00;1.789;2.594;3.292;3.76;15.989;19.958;22.202;70.178;69.45;64.22
2024-01-11 19:30:00;2.11;2.686;2.791;3.355;14.43;17.353;17.102;73.313;79.386;68.227
2024-01-11 19:45:00;2.266;2.454;3.2;3.265;13.968;19.715;16.462;68.61;79.87;84.57
2024-01-11 20:00:00;2.845;3.352;3.069;3.602;15.877;17.535;18.688;78.383;69.845;65.145
2024-01-11 20:15:00;2.438;2.977;3.08;3.296;15.674;16.612;19.836;63.696;63.109;69.743
2024-01-11 20:30:00;2.73;2.845;2.69;4.031;15.416;19.54;18.25;63.079;60.781;66.98
