datetime,nat_demand,temperature,humidity
2024-05-20 01:00:00,1128.69,23.4,61
2024-05-20 02:00:00,1106.01,24.3,69
2024-05-20 03:00:00,1101.09,24.2,73
2024-05-20 04:00:00,1115.5,24.2,71
2024-05-20 05:00:00,1225.06,25.7,76
2024-05-20 06:00:00,1186.92,26.1,73
2024-05-20 07:00:00,1292.34,26.8,69
2024-05-20 08:00:00,1404.36,27.6,88
2024-05-20 09:00:00,1506.71,29.1,65
2024-05-20 10:00:00,1599.15,30.3,90
2024-05-20 11:00:00,1628.93,29.6,68
2024-05-20 12:00:00,1746.15,31.0,92
2024-05-20 13:00:00,1734.03,30.6,66
2024-05-20 14:00:00,1542.99,32.0,67
2024-05-20 15:00:00,1466.32,31.2,93
2024-05-20 16:00:00,1380.59,32.4,76
2024-05-20 17:00:00,1252.41,31.6,76
2024-05-20 18:00:00,1223.11,28.9,89
2024-05-20 19:00:00,1131.29,29.0,77
2024-05-20 20:00:00,1216.19,28.8,74
2024-05-20 21:00:00,1190.31,26.8,79
2024-05-20 22:00:00,1176.35,25.1,84
2024-05-20 23:00:00,1223.81,23.9,73
2024-05-21 00:00:00,1235.66,25.6,86
2024-05-21 01:00:00,1169.66,25.2,94
2024-05-21 02:00:00,1141.89,23.8,87
2024-05-21 03:00:00,1152.93,25.1,65
2024-05-21 04:00:00,1172.13,21.0,90
2024-05-21 05:00:00,1163.22,26.8,73
2024-05-21 06:00:00,1151.79,25.8,75
2024-05-21 07:00:00,1259.67,27.1,64
2024-05-21 08:00:00,1389.41,27.6,91
2024-05-21 09:00:00,1501.13,30.7,70
2024-05-21 10:00:00,1672.55,28.7,81
2024-05-21 11:00:00,1623.91,32.6,87
2024-05-21 12:00:00,1714.71,31.9,65
2024-05-21 13:00:00,1724.55,32.6,65
2024-05-21 14:00:00,1683.04,31.6,79
2024-05-21 15:00:00,1489.66,30.3,63
2024-05-21 16:00:00,1409.24,32.6,84
2024-05-21 17:00:00,1307.77,31.2,72
2024-05-21 18:00:00,1213.89,31.6,71
2024-05-21 19:00:00,1154.97,28.8,68
2024-05-21 20:00:00,1157.32,27.5,62
2024-05-21 21:00:00,1061.66,28.6,91
2024-05-21 22:00:00,1194.44,28.3,70
2024-05-21 23:00:00,1193.94,25.2,64
2024-05-22 00:00:00,1190.77,23.6,94
2024-05-22 01:00:00,1262.65,25.1,83
2024-05-22 02:00:00,1148.44,23.7,65
2024-05-22 03:00:00,1137.69,24.9,77
2024-05-22 04:00:00,1213.29,24.2,65
2024-05-22 05:00:00,1130.84,27.0,81
2024-05-22 06:00:00,1189.34,25.2,73
2024-05-22 07:00:00,1284.23,27.5,71
2024-05-22 08:00:00,1423.03,27.4,84
2024-05-22 09:00:00,1512.66,28.7,79
2024-05-22 10:00:00,1559.88,29.5,77
2024-05-22 11:00:00,1655.4,31.7,83
2024-05-22 12:00:00,1677.37,32.6,74
2024-05-22 13:00:00,1671.33,32.5,90
2024-05-22 14:00:00,1620.05,31.9,60
2024-05-22 15:00:00,1520.06,32.0,74
2024-05-22 16:00:00,1331.49,32.5,93
2024-05-22 17:00:00,1326.68,31.9,61
2024-05-22 18:00:00,1217.5,26.8,82
2024-05-22 19:00:00,1208.5,28.7,83
2024-05-22 20:00:00,1159.22,27.7,91
2024-05-22 21:00:00,1190.45,27.8,72
2024-05-22 22:00:00,1188.51,25.9,92
2024-05-22 23:00:00,1238.25,26.0,73
2024-05-23 00:00:00,1218.4,23.2,76
2024-05-23 01:00:00,1189.14,24.4,75
2024-05-23 02:00:00,1253.16,25.1,91
2024-05-23 03:00:00,1184.48,22.4,74
2024-05-23 04:00:00,1165.22,27.6,90
2024-05-23 05:00:00,1116.85,26.6,71
2024-05-23 06:00:00,1165.06,26.0,92
2024-05-23 07:00:00,1301.19,26.0,62
2024-05-23 08:00:00,1400.26,27.8,70
2024-05-23 09:00:00,1485.45,29.1,64
2024-05-23 10:00:00,1611.62,30.5,86
2024-05-23 11:00:00,1731.19,32.6,75
2024-05-23 12:00:00,1724.53,30.9,94
2024-05-23 13:00:00,1635.66,32.5,75
2024-05-23 14:00:00,1602.8,30.4,75
2024-05-23 15:00:00,1478.81,31.4,81
2024-05-23 16:00:00,1381.64,31.9,63
2024-05-23 17:00:00,1276.52,31.7,91
2024-05-23 18:00:00,1193.51,29.1,86
2024-05-23 19:00:00,1117.67,28.5,74
2024-05-23 20:00:00,1140.77,29.8,78
2024-05-23 21:00:00,1133.84,28.4,85
2024-05-23 22:00:00,1071.21,26.3,74
2024-05-23 23:00:00,1264.55,22.5,69
2024-05-24 00:00:00,1239.74,27.5,93
2024-05-24 01:00:00,1180.91,24.1,85
2024-05-24 02:00:00,1175.8,23.6,67
2024-05-24 03:00:00,1113.87,23.5,75
2024-05-24 04:00:00,1206.01,25.0,88
2024-05-24 05:00:00,1229.44,25.6,91
2024-05-24 06:00:00,1217.15,27.1,80
2024-05-24 07:00:00,1328.28,25.9,91
2024-05-24 08:00:00,1402.81,27.6,71
2024-05-24 09:00:00,1461.68,31.5,69
2024-05-24 10:00:00,1593.78,30.3,65
2024-05-24 11:00:00,1681.72,30.6,77
2024-05-24 12:00:00,1685.79,30.3,90
2024-05-24 13:00:00,1669.46,32.5,94
2024-05-24 14:00:00,1605.02,33.2,62
2024-05-24 15:00:00,1505.67,32.9,64
2024-05-24 16:00:00,1398.55,31.2,93
2024-05-24 17:00:00,1255.39,31.3,92
2024-05-24 18:00:00,1186.64,32.0,69
2024-05-24 19:00:00,1118.15,30.3,62
2024-05-24 20:00:00,1180.97,27.1,70
2024-05-24 21:00:00,1081.28,23.9,62
2024-05-24 22:00:00,1215.63,26.4,87
2024-05-24 23:00:00,1242.73,26.1,87
2024-05-25 00:00:00,992.52,23.2,68
2024-05-25 01:00:00,904.44,24.1,85
2024-05-25 02:00:00,963.96,23.7,88
2024-05-25 03:00:00,954.09,24.3,69
2024-05-25 04:00:00,912.75,23.9,86
2024-05-25 05:00:00,946.47,26.7,91
2024-05-25 06:00:00,1066.69,26.2,77
2024-05-25 07:00:00,1117.19,25.9,77
2024-05-25 08:00:00,1165.79,29.1,81
2024-05-25 09:00:00,1254.01,27.5,76
2024-05-25 10:00:00,1398.22,31.5,84
2024-05-25 11:00:00,1471.1,32.0,85
2024-05-25 12:00:00,1520.53,33.1,64
2024-05-25 13:00:00,1459.84,31.7,68
2024-05-25 14:00:00,1427.59,31.4,83
2024-05-25 15:00:00,1377.69,32.0,66
2024-05-25 16:00:00,1226.73,31.4,79
2024-05-25 17:00:00,1092.29,30.0,67
2024-05-25 18:00:00,1006.79,29.3,78
2024-05-25 19:00:00,952.1,28.6,94
2024-05-25 20:00:00,989.54,26.6,84
2024-05-25 21:00:00,934.49,27.8,76
2024-05-25 22:00:00,978.3,25.9,84
2024-05-25 23:00:00,997.46,24.8,94
2024-05-26 00:00:00,986.95,23.2,61
2024-05-26 01:00:00,948.93,22.7,75
2024-05-26 02:00:00,989.33,26.3,73
2024-05-26 03:00:00,955.62,23.4,88
2024-05-26 04:00:00,967.05,25.3,61
2024-05-26 05:00:00,947.24,25.4,69
2024-05-26 06:00:00,1057.28,22.7,61
2024-05-26 07:00:00,1064.65,29.1,86
2024-05-26 08:00:00,1259.48,28.8,72
2024-05-26 09:00:00,1250.18,28.1,61
2024-05-26 10:00:00,1426.3,30.0,73
2024-05-26 11:00:00,1496.62,29.4,76
2024-05-26 12:00:00,1476.74,33.7,93
2024-05-26 13:00:00,1494.85,30.8,88
2024-05-26 14:00:00,1455.89,31.4,82
2024-05-26 15:00:00,1233.79,31.0,82
2024-05-26 16:00:00,1217.2,31.6,75
2024-05-26 17:00:00,1008.13,32.5,66
2024-05-26 18:00:00,980.82,32.1,60
2024-05-26 19:00:00,1023.02,28.6,78
2024-05-26 20:00:00,929.27,28.5,92
2024-05-26 21:00:00,916.77,27.1,93
2024-05-26 22:00:00,971.21,24.8,60
2024-05-26 23:00:00,1069.47,28.1,71
2024-05-27 00:00:00,1141.78,26.2,84
2024-05-27 01:00:00,1161.54,24.4,82
2024-05-27 02:00:00,1231.8,25.9,84
2024-05-27 03:00:00,1224.15,25.6,90
2024-05-27 04:00:00,1147.29,24.6,83
2024-05-27 05:00:00,1123.92,25.6,69
2024-05-27 06:00:00,1289.27,27.8,61
2024-05-27 07:00:00,1352.51,25.8,92
2024-05-27 08:00:00,1424.69,30.0,82
2024-05-27 09:00:00,1484.28,28.8,61
2024-05-27 10:00:00,1610.73,31.8,63
2024-05-27 11:00:00,1675.74,30.8,82
2024-05-27 12:00:00,1717.53,31.9,82
2024-05-27 13:00:00,1732.15,31.8,71
2024-05-27 14:00:00,1643.25,31.4,83
2024-05-27 15:00:00,1475.04,31.5,88
2024-05-27 16:00:00,1449.15,33.1,87
2024-05-27 17:00:00,1307.72,28.1,74
2024-05-27 18:00:00,1240.04,28.5,69
2024-05-27 19:00:00,1218.69,28.2,93
2024-05-27 20:00:00,1112.09,26.7,88
2024-05-27 21:00:00,1157.97,28.8,90
2024-05-27 22:00:00,1160.9,27.5,82
2024-05-27 23:00:00,1143.58,25.9,77
2024-05-28 00:00:00,1219.34,23.8,66
2024-05-28 01:00:00,1287.56,25.7,86
2024-05-28 02:00:00,1116.31,22.1,68
2024-05-28 03:00:00,1159.32,26.7,79
2024-05-28 04:00:00,1174.65,23.7,80
2024-05-28 05:00:00,1172.91,24.9,87
2024-05-28 06:00:00,1213.28,25.5,62
2024-05-28 07:00:00,1252.55,25.7,69
2024-05-28 08:00:00,1410.4,30.3,76
2024-05-28 09:00:00,1487.55,30.0,94
2024-05-28 10:00:00,1537.12,31.5,80
2024-05-28 11:00:00,1724.48,29.4,68
2024-05-28 12:00:00,1740.82,31.7,76
2024-05-28 13:00:00,1684.49,32.5,91
2024-05-28 14:00:00,1621.81,32.3,87
2024-05-28 15:00:00,1551.67,30.5,77
2024-05-28 16:00:00,1410.15,32.8,65
2024-05-28 17:00:00,1329.72,31.0,65
2024-05-28 18:00:00,1206.9,28.9,76
2024-05-28 19:00:00,1214.6,26.8,69
2024-05-28 20:00:00,1163.55,28.7,61
2024-05-28 21:00:00,1167.34,29.9,92
2024-05-28 22:00:00,1136.37,24.8,84
2024-05-28 23:00:00,1209.82,25.4,60
2024-05-29 00:00:00,1179.36,25.9,75
2024-05-29 01:00:00,1178.58,22.6,85
2024-05-29 02:00:00,1153.44,23.4,71
2024-05-29 03:00:00,1124.4,23.1,68
2024-05-29 04:00:00,1227.86,25.7,72
2024-05-29 05:00:00,1216.47,26.8,66
2024-05-29 06:00:00,1285.72,26.2,60
2024-05-29 07:00:00,1256.5,26.0,90
2024-05-29 08:00:00,1406.01,27.5,94
2024-05-29 09:00:00,1470.03,28.3,83
2024-05-29 10:00:00,1590.69,28.8,62
2024-05-29 11:00:00,1651.81,30.7,78
2024-05-29 12:00:00,1751.93,32.2,63
2024-05-29 13:00:00,1670.09,32.5,87
2024-05-29 14:00:00,1652.45,32.0,89
2024-05-29 15:00:00,1536.48,31.9,63
2024-05-29 16:00:00,1484.19,31.4,82
2024-05-29 17:00:00,1247.57,29.3,70
2024-05-29 18:00:00,1262.65,30.2,63
2024-05-29 19:00:00,1210.08,28.3,70
2024-05-29 20:00:00,1119.52,26.4,83
2024-05-29 21:00:00,1197.07,27.4,79
2024-05-29 22:00:00,1193.86,25.3,76
2024-05-29 23:00:00,1193.09,25.4,72
2024-05-30 00:00:00,1180.86,25.6,76
2024-05-30 01:00:00,1176.97,23.0,74
2024-05-30 02:00:00,1254.94,24.1,63
2024-05-30 03:00:00,1162.96,22.0,77
2024-05-30 04:00:00,1182.09,26.4,68
2024-05-30 05:00:00,1143.41,23.5,62
2024-05-30 06:00:00,1192.43,25.4,86
2024-05-30 07:00:00,1338.39,28.6,77
2024-05-30 08:00:00,1357.51,27.7,76
2024-05-30 09:00:00,1501.99,27.6,69
2024-05-30 10:00:00,1617.45,30.9,88
2024-05-30 11:00:00,1689.06,31.7,64
2024-05-30 12:00:00,1703.5,30.7,65
2024-05-30 13:00:00,1699.03,31.2,94
2024-05-30 14:00:00,1640.53,31.5,64
2024-05-30 15:00:00,1542.27,31.6,74
2024-05-30 16:00:00,1370.28,29.2,86
2024-05-30 17:00:00,1290.63,30.6,92
2024-05-30 18:00:00,1261.61,32.1,83
2024-05-30 19:00:00,1202.49,28.0,80
2024-05-30 20:00:00,1106.76,27.3,61
2024-05-30 21:00:00,1175.34,25.5,78
2024-05-30 22:00:00,1114.08,26.7,77
2024-05-30 23:00:00,1203.91,26.6,69
2024-05-31 00:00:00,1277.29,26.0,82
2024-05-31 01:00:00,1170.14,22.6,60
2024-05-31 02:00:00,1155.17,24.6,65
2024-05-31 03:00:00,1190.85,25.9,60
2024-05-31 04:00:00,1101.89,25.1,77
2024-05-31 05:00:00,1150.12,25.7,86
2024-05-31 06:00:00,1241.77,25.4,76
2024-05-31 07:00:00,1279.49,27.2,85
2024-05-31 08:00:00,1397.65,29.5,72
2024-05-31 09:00:00,1543.74,29.4,69
2024-05-31 10:00:00,1632.18,28.5,85
2024-05-31 11:00:00,1695.67,30.3,90
2024-05-31 12:00:00,1699.06,32.9,82
2024-05-31 13:00:00,1699.3,32.3,79
2024-05-31 14:00:00,1613.12,32.1,82
2024-05-31 15:00:00,1533.75,31.2,86
2024-05-31 16:00:00,1388.56,32.9,74
2024-05-31 17:00:00,1295.35,32.8,70
2024-05-31 18:00:00,1186.32,31.5,67
2024-05-31 19:00:00,1171.12,30.8,73
2024-05-31 20:00:00,1127.59,27.6,72
2024-05-31 21:00:00,1125.22,26.4,81
2024-05-31 22:00:00,1193.54,25.8,93
2024-05-31 23:00:00,1210.88,25.2,60
2024-06-01 00:00:00,1039.39,26.3,91
2024-06-01 01:00:00,989.34,25.5,70
2024-06-01 02:00:00,999.77,24.6,69
2024-06-01 03:00:00,984.5,22.4,89
2024-06-01 04:00:00,972.57,22.5,71
2024-06-01 05:00:00,944.49,25.5,93
2024-06-01 06:00:00,1027.25,27.1,84
2024-06-01 07:00:00,1115.55,26.9,63
2024-06-01 08:00:00,1207.28,30.3,80
2024-06-01 09:00:00,1245.79,27.7,89
2024-06-01 10:00:00,1424.17,28.5,71
2024-06-01 11:00:00,1564.89,30.0,84
2024-06-01 12:00:00,1499.45,30.6,78
2024-06-01 13:00:00,1461.98,32.5,61
2024-06-01 14:00:00,1431.64,31.5,81
2024-06-01 15:00:00,1329.78,30.0,89
2024-06-01 16:00:00,1248.82,32.5,62
2024-06-01 17:00:00,1058.84,28.7,82
2024-06-01 18:00:00,1047.69,28.7,63
2024-06-01 19:00:00,994.13,27.1,87
2024-06-01 20:00:00,952.12,28.2,73
2024-06-01 21:00:00,977.18,27.2,65
2024-06-01 22:00:00,1021.63,28.3,65
2024-06-01 23:00:00,1035.09,26.3,66
2024-06-02 00:00:00,973.05,26.3,72
2024-06-02 01:00:00,1034.21,24.5,60
2024-06-02 02:00:00,984.29,22.8,83
2024-06-02 03:00:00,968.84,24.3,93
2024-06-02 04:00:00,960.64,25.2,69
2024-06-02 05:00:00,969.2,26.0,65
2024-06-02 06:00:00,1064.8,25.4,63
2024-06-02 07:00:00,1100.95,27.6,67
2024-06-02 08:00:00,1168.92,26.9,74
2024-06-02 09:00:00,1306.11,27.8,71
2024-06-02 10:00:00,1425.87,28.7,65
2024-06-02 11:00:00,1531.54,30.9,80
2024-06-02 12:00:00,1534.23,30.1,91
2024-06-02 13:00:00,1458.76,31.4,91
2024-06-02 14:00:00,1506.62,33.1,86
2024-06-02 15:00:00,1329.18,30.6,70
2024-06-02 16:00:00,1252.78,30.9,81
2024-06-02 17:00:00,1098.62,30.9,82
2024-06-02 18:00:00,1041.82,30.3,82
2024-06-02 19:00:00,1003.92,28.4,86
2024-06-02 20:00:00,1000.8,28.9,93
2024-06-02 21:00:00,1003.4,27.7,79
2024-06-02 22:00:00,1017.2,27.4,74
2024-06-02 23:00:00,994.6,25.1,63
2024-06-03 00:00:00,1194.06,23.9,88
2024-06-03 01:00:00,1218.16,23.3,70
2024-06-03 02:00:00,1220.24,24.4,66
2024-06-03 03:00:00,1159.52,23.7,70
2024-06-03 04:00:00,1196.38,23.9,92
2024-06-03 05:00:00,1226.31,24.6,89
2024-06-03 06:00:00,1192.03,25.2,91
2024-06-03 07:00:00,1275.6,27.2,72
2024-06-03 08:00:00,1404.2,26.3,66
2024-06-03 09:00:00,1531.67,29.4,83
2024-06-03 10:00:00,1602.28,30.8,70
2024-06-03 11:00:00,1736.87,30.1,90
2024-06-03 12:00:00,1728.98,33.8,73
2024-06-03 13:00:00,1690.93,31.9,85
2024-06-03 14:00:00,1570.4,30.1,60
2024-06-03 15:00:00,1474.88,31.5,65
2024-06-03 16:00:00,1419.0,31.5,90
2024-06-03 17:00:00,1230.31,31.4,71
2024-06-03 18:00:00,1259.62,29.7,60
2024-06-03 19:00:00,1170.02,27.8,65
2024-06-03 20:00:00,1272.69,26.7,88
2024-06-03 21:00:00,1248.19,26.2,89
2024-06-03 22:00:00,1181.34,25.3,72
2024-06-03 23:00:00,1202.92,23.8,89
2024-06-04 00:00:00,1249.88,23.7,71
2024-06-04 01:00:00,1267.1,24.9,69
2024-06-04 02:00:00,1131.21,26.0,69
2024-06-04 03:00:00,1105.76,25.0,77
2024-06-04 04:00:00,1138.29,26.1,65
2024-06-04 05:00:00,1196.83,26.3,67
2024-06-04 06:00:00,1242.46,27.0,79
2024-06-04 07:00:00,1343.3,26.6,75
2024-06-04 08:00:00,1368.09,28.2,61
2024-06-04 09:00:00,1440.8,28.5,70
2024-06-04 10:00:00,1651.63,29.7,83
2024-06-04 11:00:00,1661.52,30.9,78
2024-06-04 12:00:00,1644.46,32.3,63
2024-06-04 13:00:00,1695.59,32.4,62
2024-06-04 14:00:00,1649.39,31.8,74
2024-06-04 15:00:00,1517.63,31.9,63
2024-06-04 16:00:00,1394.1,32.0,76
2024-06-04 17:00:00,1300.34,31.6,68
2024-06-04 18:00:00,1212.17,28.2,84
2024-06-04 19:00:00,1129.34,27.7,60
2024-06-04 20:00:00,1135.14,29.3,61
2024-06-04 21:00:00,1186.63,26.9,92
2024-06-04 22:00:00,1199.92,25.5,81
2024-06-04 23:00:00,1213.49,24.9,71
2024-06-05 00:00:00,1181.12,24.2,86
2024-06-05 01:00:00,1202.05,24.8,70
2024-06-05 02:00:00,1113.26,22.7,73
2024-06-05 03:00:00,1175.44,24.2,73
2024-06-05 04:00:00,1210.99,24.8,81
2024-06-05 05:00:00,1125.76,25.6,68
2024-06-05 06:00:00,1205.48,26.3,74
2024-06-05 07:00:00,1318.29,27.6,92
2024-06-05 08:00:00,1454.85,27.3,78
2024-06-05 09:00:00,1507.09,27.9,90
2024-06-05 10:00:00,1598.29,32.9,77
2024-06-05 11:00:00,1622.51,30.5,71
2024-06-05 12:00:00,1719.64,31.2,60
2024-06-05 13:00:00,1762.9,32.7,93
2024-06-05 14:00:00,1632.25,33.9,66
2024-06-05 15:00:00,1522.04,31.2,61
2024-06-05 16:00:00,1422.32,30.3,81
2024-06-05 17:00:00,1306.44,29.3,63
2024-06-05 18:00:00,1197.6,31.9,79
2024-06-05 19:00:00,1206.25,27.8,62
2024-06-05 20:00:00,1168.97,28.0,68
2024-06-05 21:00:00,1169.91,25.8,77
2024-06-05 22:00:00,1155.43,24.3,75
2024-06-05 23:00:00,1254.15,24.8,68
2024-06-06 00:00:00,1240.08,23.4,78
2024-06-06 01:00:00,1189.91,23.3,65
2024-06-06 02:00:00,1225.39,26.4,74
2024-06-06 03:00:00,1152.64,24.6,65
2024-06-06 04:00:00,1134.47,25.7,64
2024-06-06 05:00:00,1151.63,26.2,88
2024-06-06 06:00:00,1164.86,25.9,86
2024-06-06 07:00:00,1324.14,26.4,85
2024-06-06 08:00:00,1347.77,28.3,87
2024-06-06 09:00:00,1480.65,29.2,91
2024-06-06 10:00:00,1550.73,29.3,84
2024-06-06 11:00:00,1689.27,31.0,66
2024-06-06 12:00:00,1711.62,30.6,89
2024-06-06 13:00:00,1680.86,31.7,90
2024-06-06 14:00:00,1586.91,31.6,71
2024-06-06 15:00:00,1482.65,30.3,68
2024-06-06 16:00:00,1428.16,28.6,93
2024-06-06 17:00:00,1288.43,29.7,62
2024-06-06 18:00:00,1237.99,32.2,87
2024-06-06 19:00:00,1147.31,28.7,81
2024-06-06 20:00:00,1168.27,28.9,85
2024-06-06 21:00:00,1215.77,24.4,78
2024-06-06 22:00:00,1210.95,24.8,80
2024-06-06 23:00:00,1194.95,23.5,69
2024-06-07 00:00:00,1226.63,24.3,75
2024-06-07 01:00:00,1201.65,27.0,83
2024-06-07 02:00:00,1191.41,24.6,84
2024-06-07 03:00:00,1159.47,26.2,85
2024-06-07 04:00:00,1156.9,24.2,60
2024-06-07 05:00:00,1186.45,26.8,63
2024-06-07 06:00:00,1192.89,28.5,73
2024-06-07 07:00:00,1272.89,26.8,83
2024-06-07 08:00:00,1364.07,27.4,86
2024-06-07 09:00:00,1468.45,27.5,86
2024-06-07 10:00:00,1581.59,29.6,83
2024-06-07 11:00:00,1698.68,30.9,60
2024-06-07 12:00:00,1686.45,33.9,72
2024-06-07 13:00:00,1711.08,30.3,79
2024-06-07 14:00:00,1625.43,32.1,71
2024-06-07 15:00:00,1455.59,29.7,64
2024-06-07 16:00:00,1435.64,31.0,64
2024-06-07 17:00:00,1336.88,31.2,76
2024-06-07 18:00:00,1192.95,30.6,69
2024-06-07 19:00:00,1193.82,29.7,75
2024-06-07 20:00:00,1132.76,28.5,83
2024-06-07 21:00:00,1174.39,27.7,88
2024-06-07 22:00:00,1146.99,26.1,73
2024-06-07 23:00:00,1147.44,23.9,69
2024-06-08 00:00:00,1004.99,22.3,88
2024-06-08 01:00:00,1006.5,23.5,87
2024-06-08 02:00:00,977.97,23.8,76
2024-06-08 03:00:00,930.19,25.6,64
2024-06-08 04:00:00,949.41,24.4,61
2024-06-08 05:00:00,989.21,24.9,68
2024-06-08 06:00:00,1026.85,26.5,64
2024-06-08 07:00:00,1115.6,26.6,74
2024-06-08 08:00:00,1189.98,29.0,68
2024-06-08 09:00:00,1366.23,31.4,84
2024-06-08 10:00:00,1383.78,32.6,87
2024-06-08 11:00:00,1510.92,30.9,86
2024-06-08 12:00:00,1559.82,31.9,92
2024-06-08 13:00:00,1510.7,33.8,92
2024-06-08 14:00:00,1417.89,31.8,67
2024-06-08 15:00:00,1306.76,32.7,63
2024-06-08 16:00:00,1249.74,30.1,90
2024-06-08 17:00:00,1059.46,30.5,69
2024-06-08 18:00:00,994.54,31.4,67
2024-06-08 19:00:00,965.95,28.2,89
2024-06-08 20:00:00,1006.82,27.8,73
2024-06-08 21:00:00,985.02,25.1,94
2024-06-08 22:00:00,958.12,28.4,62
2024-06-08 23:00:00,1000.1,26.7,88
2024-06-09 00:00:00,997.59,24.8,75
2024-06-09 01:00:00,986.7,24.7,69
2024-06-09 02:00:00,1026.86,24.5,63
2024-06-09 03:00:00,924.32,25.8,63
2024-06-09 04:00:00,1020.42,23.9,61
2024-06-09 05:00:00,1009.48,26.1,70
2024-06-09 06:00:00,1067.31,27.3,74
2024-06-09 07:00:00,1093.71,28.4,70
2024-06-09 08:00:00,1208.89,25.3,82
2024-06-09 09:00:00,1275.76,28.3,89
2024-06-09 10:00:00,1407.29,28.8,60
2024-06-09 11:00:00,1511.84,31.0,92
2024-06-09 12:00:00,1564.52,29.0,82
2024-06-09 13:00:00,1455.82,29.4,77
2024-06-09 14:00:00,1412.89,34.6,69
2024-06-09 15:00:00,1320.66,32.6,76
2024-06-09 16:00:00,1165.33,31.6,66
2024-06-09 17:00:00,1130.67,31.3,74
2024-06-09 18:00:00,1003.86,30.2,86
2024-06-09 19:00:00,973.74,30.2,68
2024-06-09 20:00:00,948.39,27.2,80
2024-06-09 21:00:00,944.81,27.2,88
2024-06-09 22:00:00,992.47,26.3,92
2024-06-09 23:00:00,1004.12,23.9,65
2024-06-10 00:00:00,1206.73,26.1,84
2024-06-10 01:00:00,1186.7,23.6,94
2024-06-10 02:00:00,1204.44,25.2,76
2024-06-10 03:00:00,1230.87,24.3,86
2024-06-10 04:00:00,1169.67,26.5,84
2024-06-10 05:00:00,1216.01,23.9,71
2024-06-10 06:00:00,1181.13,24.7,84
2024-06-10 07:00:00,1316.09,25.9,61
2024-06-10 08:00:00,1376.39,28.2,60
2024-06-10 09:00:00,1474.88,30.9,62
2024-06-10 10:00:00,1600.43,31.9,88
2024-06-10 11:00:00,1736.93,28.1,73
2024-06-10 12:00:00,1753.07,31.8,93
2024-06-10 13:00:00,1703.73,28.0,81
2024-06-10 14:00:00,1572.69,33.0,74
2024-06-10 15:00:00,1519.74,33.2,69
2024-06-10 16:00:00,1425.4,31.4,68
2024-06-10 17:00:00,1316.77,30.9,94
2024-06-10 18:00:00,1165.32,30.1,76
2024-06-10 19:00:00,1150.07,28.1,77
2024-06-10 20:00:00,1162.62,28.5,84
2024-06-10 21:00:00,1191.86,26.7,94
2024-06-10 22:00:00,1116.5,27.1,75
2024-06-10 23:00:00,1206.65,25.0,84
2024-06-11 00:00:00,1225.36,23.5,75
2024-06-11 01:00:00,1242.53,22.3,83
2024-06-11 02:00:00,1218.11,21.8,71
2024-06-11 03:00:00,1193.98,25.7,94
2024-06-11 04:00:00,1137.38,24.0,68
2024-06-11 05:00:00,1114.97,25.6,91
2024-06-11 06:00:00,1216.63,28.1,78
2024-06-11 07:00:00,1346.23,26.3,81
2024-06-11 08:00:00,1464.17,27.2,93
2024-06-11 09:00:00,1552.05,28.9,78
2024-06-11 10:00:00,1641.94,30.0,71
2024-06-11 11:00:00,1709.11,33.1,77
2024-06-11 12:00:00,1700.95,33.3,64
2024-06-11 13:00:00,1691.28,32.6,85
2024-06-11 14:00:00,1685.35,33.7,86
2024-06-11 15:00:00,1494.22,31.6,79
2024-06-11 16:00:00,1471.96,31.8,67
2024-06-11 17:00:00,1299.96,30.5,75
2024-06-11 18:00:00,1276.84,28.5,61
2024-06-11 19:00:00,1132.59,30.5,60
2024-06-11 20:00:00,1185.97,28.6,64
2024-06-11 21:00:00,1147.91,27.0,90
2024-06-11 22:00:00,1144.44,26.0,82
2024-06-11 23:00:00,1220.57,23.4,80
2024-06-12 00:00:00,1256.23,23.4,71
2024-06-12 01:00:00,1183.77,24.5,63
2024-06-12 02:00:00,1141.94,23.4,70
2024-06-12 03:00:00,1170.93,23.9,68
2024-06-12 04:00:00,1162.86,24.4,85
2024-06-12 05:00:00,1201.49,24.4,86
2024-06-12 06:00:00,1264.17,24.8,88
2024-06-12 07:00:00,1309.64,25.0,84
2024-06-12 08:00:00,1480.89,27.8,77
2024-06-12 09:00:00,1535.58,29.8,89
2024-06-12 10:00:00,1615.34,28.0,67
2024-06-12 11:00:00,1639.96,30.8,61
2024-06-12 12:00:00,1711.77,31.8,81
2024-06-12 13:00:00,1684.6,30.7,80
2024-06-12 14:00:00,1661.1,33.7,85
2024-06-12 15:00:00,1543.95,31.4,88
2024-06-12 16:00:00,1374.71,31.3,64
2024-06-12 17:00:00,1317.81,30.6,73
2024-06-12 18:00:00,1254.51,27.9,94
2024-06-12 19:00:00,1235.86,30.2,65
2024-06-12 20:00:00,1197.08,26.9,82
2024-06-12 21:00:00,1200.87,26.7,76
2024-06-12 22:00:00,1196.62,26.7,83
2024-06-12 23:00:00,1227.06,26.9,88
2024-06-13 00:00:00,1265.13,23.2,89
2024-06-13 01:00:00,1167.2,23.6,83
2024-06-13 02:00:00,1182.67,25.7,94
2024-06-13 03:00:00,1147.6,24.7,61
2024-06-13 04:00:00,1179.69,25.3,80
2024-06-13 05:00:00,1225.85,23.9,64
2024-06-13 06:00:00,1210.54,25.5,94
2024-06-13 07:00:00,1228.56,26.8,94
2024-06-13 08:00:00,1402.01,27.0,78
